Id_Produktu,LP,Indeks,Identyfikator,Opis,Cena brutto,Sciezka,Kategoria,Atrybut,Formularz Zamowien,Warstwy,Kolor
12,12,"MAGNES METAL RAMKA","MAGNES METAL RAMKA","Magnes wykonany ze szczotkowanego stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienia w niej elementu ozdobnego. Produkt dostępny w dwóch kolorach: złoty i srebrny zapakowany 
w stylowym woreczku.",6.5000,"2","Magnesy","0",,"Warstwa 1,cut",
380,0,"DK43-053","POPIELNICZKA METAL GRANAT","Brak opisu",0.0000,"2.1","i i popielniczki","0",,"Warstwa 1,cut",
13,13,"MAGNES METAL TELEFON","MAGNES METAL TELEFON","Magnes wykonany z polerowanego stopu metali 
z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienie w niej elementu ozdobnego. Produkt zapakowany w stylowym woreczku.",6.5000,"2","Magnesy","0",,"Warstwa 1,cut",
381,0,"DK43-050E1E3L","TORBA PAPIEROWA E 40X32","Brak opisu",0.0000,"12","Upominki biznesowe","0",,"Warstwa 1,cut",
387,0,"DK43-018","BRELOK METAL MIŚ","Brak opisu",0.0000,"2","Breloki","0",,"Warstwa 1,cut",
14,14,"MAGNES METAL SERCE","MAGNES METAL SERCE","Magnes wykonany z polerowanego stopu metali 
z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienie w niej elementu ozdobnego. Produkt zapakowany w stylowym woreczku.",6.5000,"2","Magnesy","0",,"Warstwa 1,cut",
15,15,"MAGNES METAL STER","MAGNES METAL STER","Magnes wykonany ze szczotkowanego stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienia w niej elementu ozdobnego. Produkt dostępny w dwóch kolorach: złoty i srebrny zapakowany 
w stylowym woreczku.",6.5000,"2","Magnesy","0",,"Warstwa 1,cut",
109,5,"PODKŁADKA KOREK","PODKŁADKA Z KORKA","Podkładka z korka pod kubek, szklankę. Wykonana z naturalnego korka o średnicy 9,5 cm i grubości 6-7 mm. Produkt zapakowany na stylowej kartce w woreczku.",3.5000,"3","Ozdoby domowe","0",,"Warstwa 1",
375,0,"DK43-004 A1","BRELOK ŻYWICA KOŁO","Brak opisu",0.0000,"2","Breloki","0",,"Warstwa 1,cut",
376,0,"DK43-004 A2","BRELOK ŻYWICA PROSTOKĄT","Brak opisu",0.0000,"2","Breloki","0",,"Warstwa 1,cut",
377,0,"DK43-004 A3","BRELOK ŻYWICA OWAL","Brak opisu",0.0000,"2","Breloki","0",,"Warstwa 1,cut",
369,0,"DK41-TORBA ECO-Z","TORBA Z KWADRAT B","Brak opisu",0.0000,"8","Tekstylia","0",,"Warstwa 1,cut",
347,0,"DK43-010","PIERSIÓWKA S2","Brak opisu",0.0000,"6","Akcesoria podróżne","0",,"Warstwa 1,cut",
348,0,"DK43-011","PIERSIÓWKA M2","Brak opisu",0.0000,"6","Akcesoria podróżne","0",,"Warstwa 1,cut",
349,0,"DK43-012","PIERSIÓWKA M1","Brak opisu",0.0000,"6","Akcesoria podróżne","0",,"Warstwa 1,cut",
350,0,"DK43-013A","KIELISZEK METAL","Brak opisu",0.0000,"6","Akcesoria podróżne","0",,"Warstwa 1,cut",
351,0,"DK43-017","OTWIERACZ METAL ROWER","Brak opisu",0.0000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
352,0,"DK43-019","OTWIERACZ METAL KARTKA","Brak opisu",0.0000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
353,0,"DK43-020","MAGNES PLAST KUBEK","Brak opisu",0.0000,"2","Akcesoria podróżne","0",,"Warstwa 1,cut",
355,0,"DK43-022A2","OTWIERACZ ŁYŻECZKA SERCE","Brak opisu",0.0000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
356,0,"DK43-023","MAGNES METAL MUSZLA","Brak opisu",0.0000,"2","Magnesy","0",,"Warstwa 1,cut",
357,0,"DK43-024A","KIELISZEK PLAST SREBRO","Brak opisu",0.0000,"2","Akcesoria podróżne","0",,"Warstwa 1,cut",
358,0,"DK43-024B","KIELISZEK PLAST ZŁOTO","Brak opisu",0.0000,"2","Akcesoria podróżne","0",,"Warstwa 1,cut",
370,0,"DK41-TORBA ECO-Z","TORBA Z KWADRAT C","Brak opisu",0.0000,"4","Tekstylia","0",,"Warstwa 1,cut",
16,16,"MAGNES METAL KARTKA","MAGNES METAL KARTKA","Magnes wykonany z polerowanego stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienie w niej elementu ozdobnego. Produkt zapakowany w stylowym woreczku.",6.5000,"2","Magnesy","0",,"Warstwa 1,cut",
373,0,"DK41-TORBA ECO-Z","TORBA Z PROSTOKĄT B","Brak opisu",0.0000,"8","Tekstylia","0",,"Warstwa 1,cut",
163,0,"DK28-011","SCYZORYK WIELOFUNKCYJNY","Scyzoryk turystyczny, metalowy, posiada 5 funkcji: nóż, otwieracz do butelek, otwieracz do puszek, korkociąg, śrubokręt Oferujemy 3 kolory: czarny, niebieski, bordowy. Produkt zapakowany w estetycznym i trwałym opakowaniu z tworzywa i kartonika.",7.0000,"6","Akcesoria podróżne","0",,"Warstwa 1",
374,0,"DK41-TORBA ECO-Z","TORBA Z PROSTOKĄT C","Brak opisu",0.0000,"4","Tekstylia","0",,"Warstwa 1,cut",
167,0,"LUSTERKO","LUSTERKO KIESZONKOWE KOŁO"," Lusterko kieszonkowe otwierane z zewnątrz pokryte materiałem. Produkt zapakowany w kartonik i wypraskę z tworzywa sztucznego.",7.0000,"2","Akcesoria podróżne","0",,"Warstwa 1",
168,0,"LUSTERKO","LUSTERKO KIESZONKOWE KWADRAT"," Lusterko kieszonkowe otwierane z zewnątrz pokryte materiałem. Produkt zapakowany w kartonik i wypraskę z tworzywa sztucznego.",7.0000,"2","Akcesoria podróżne","0",,"Warstwa 1",
169,0,"LUSTERKO","LUSTERKO KIESZONKOWE SERCE"," Lusterko kieszonkowe otwierane z zewnątrz pokryte materiałem. Produkt zapakowany w kartonik i wypraskę z tworzywa sztucznego.",7.0000,"2","Akcesoria podróżne","0",,"Warstwa 1",
17,17,"MAGNES METAL LINA","MAGNES METAL LINA","Magnes wykonany z polerowanego stopu metali 
z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienie w niej elementu ozdobnego. Produkt zapakowany w stylowym woreczku.",6.5000,"2","Magnesy","0",,"Warstwa 1,cut",
18,18,"MAGNES METAL PAPIRUS","MAGNES METAL PAPIRUS","Magnes wykonany ze szczotkowanego stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienie w niej elementu ozdobnego. Produkt zapakowany w stylowym woreczku.",6.5000,"2","Magnesy","0",,"Warstwa 1,cut",
19,19,"MAGNES METAL TALERZYK","MAGNES METAL TALERZYK","Magnes wykonany ze szczotkowanego stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienie w niej elementu ozdobnego. Produkt zapakowany w stylowym woreczku.",6.5000,"2","Magnesy","0",,"Warstwa 1,cut",
360,0,"DK43-042","POPIELNICZKA METAL PŁASKA","Brak opisu",0.0000,"6","Zapalniczki i popielniczki","0",,"Warstwa 1,cut",
361,0,"DK43-033A","SCYZORYK DREWNO SURVIVAL","Brak opisu",0.0000,"3","Akcesoria podróżne","0",,"Warstwa 1,cut",
362,0,"DK43-033B","MULTITOOL","Brak opisu",0.0000,"3","Akcesoria podróżne","0",,"Warstwa 1,cut",
363,0,"DK43-033C","OTWIERACZ DREWNO OWAL","Brak opisu",0.0000,"3","Otwieracze do butelek","0",,"Warstwa 1,cut",
364,0,"DK43-033D","NIEZBĘDNIK","Brak opisu",0.0000,"3","Akcesoria podróżne","0",,"Warstwa 1,cut",
365,0,"DK43-033E","SCYZORYK DREWNO MINI","Brak opisu",0.0000,"3","Akcesoria podróżne","0",,"Warstwa 1,cut",
366,0,"DK43-041","ŁYŻKA DO BUTÓW","Brak opisu",0.0000,"3","Ozdoby domowe","0",,"Warstwa 1,cut",
367,0,"PIRAMIDA SZKŁO MINI","PIRAMIDA SZKŁO MINI","Brak opisu",0.0000,"1","Upominki biznesowe","0",,"Warstwa 1,cut",
368,0,"DK43-047","KUBEK METAL MAŁY","Brak opisu",0.0000,"6","Akcesoria podróżne","0",,"Warstwa 1,cut",
20,20,"DK32-KAPSEL METAL","MAGNES METAL KAPSEL","Metalowy kapsel z magnesem o średnicy 42 mm. Grafika wykonana na zadrukowanej folia i pokryta żywicą.  Produkt zapakowany  w woreczku.",3.0000,"2","Magnesy","0",,"Warstwa 1,cut",
21,21,"MAGNES I LOVE","MAGNES METAL I LOVE","Metalowy magnes wykonany w wysokiej jakości. Sympatyczna pamiątka  i  praktyczna ozdoba. Możliwość wykonania dowolnej grafiki klienta.",4.5000,"2","Magnesy","0",,"Warstwa 1,cut",
224,53,"POLIRESING ZNAK","MAGNES POLIRESING ZNAK","Magnes wykonany z tworzywa ceramicznego posiadający miejsce na wykonanie grafiki ze wzorem. Produkt zapakowany w woreczku.",4.5000,"1.4","Magnesy","0",,"Warstwa 1",
22,22,"POLIRESING KAMIENIE","MAGNES POLIRESING KAMIENIE","Magnes wykonany z tworzywa ceramicznego posiadający miejsce na wykonanie grafiki ze wzorem. Produkt zapakowany w woreczku.",4.5000,"1.4","Magnesy","0",,"Warstwa 1",
24,24,"POLIRESING KOTWICA","MAGNES POLIRESING KOTWICA","Magnes wykonany z tworzywa ceramicznego posiadający miejsce na wykonanie grafiki ze wzorem. Produkt zapakowany w woreczku.",4.5000,"1.4","Magnesy","0",,"Warstwa 1",
25,25,"POLIRESING MUSZLA","MAGNES POLIRESING MUSZLA","Magnes wykonany z tworzywa ceramicznego posiadający miejsce na wykonanie grafiki ze wzorem. Produkt zapakowany w woreczku.",4.5000,"1.4","Magnesy","0",,"Warstwa 1",
26,26,"POLIRESING SERCE","MAGNES POLIRESING SERCE","Magnes wykonany z tworzywa ceramicznego posiadający miejsce na wykonanie grafiki ze wzorem. Produkt zapakowany w woreczku.",4.5000,"1.4","Magnesy","0",,"Warstwa 1",
27,27,"POLIRESING ŻAGLÓWKA","MAGNES POLIRESING ŻAGLÓWKA","Magnes wykonany z tworzywa ceramicznego posiadający miejsce na wykonanie grafiki ze wzorem. Produkt zapakowany w woreczku.",4.5000,"1.4","Magnesy","0",,"Warstwa 1",
28,28,"MAGNES SZKŁO","MAGNES SZKŁO KOŁO","Magnes wykonane ze szkła z nadrukowaną grafiką. Produkt zapakowany w woreczku.",4.0000,"1.1","Magnesy","0",,"Warstwa 1",
29,29,"MAGNES SZKŁO","MAGNES SZKŁO OWAL","Magnes wykonane ze szkła z nadrukowaną grafiką. Produkt zapakowany w woreczku.",4.0000,"1.1","Magnesy","0",,"Warstwa 1",
30,30,"MAGNES SZKŁO","MAGNES SZKŁO SERCE","Magnes wykonane ze szkła z nadrukowaną grafiką. Produkt zapakowany w woreczku.",4.0000,"1.1","Magnesy","0",,"Warstwa 1",
31,31,"MAGNES SZKŁO","MAGNES SZKŁO MUSZLA","Magnes wykonane ze szkła z nadrukowaną grafiką. Produkt zapakowany w woreczku.",4.0000,"1.1","Magnesy","0",,"Warstwa 1",
32,32,"MAGNES SZKŁO","MAGNES SZKŁO KOSZULKA","Magnes wykonane ze szkła z nadrukowaną grafiką. Produkt zapakowany w woreczku.",4.0000,"1.1","Magnesy","0",,"Warstwa 1",
33,33,"MAGNES SZKŁO","MAGNES SZKŁO PROSTOKĄT OBŁY","Magnes wykonane ze szkła z nadrukowaną grafiką. Produkt zapakowany w woreczku.",4.0000,"1.1","Magnesy","0",,"Warstwa 1",
34,34,"MAGNES SZKŁO","MAGNES SZKŁO PROSTOKĄT OSTRY","Magnes wykonane ze szkła z nadrukowaną grafiką. Produkt zapakowany w woreczku.",4.0000,"1.1","Magnesy","0",,"Warstwa 1",
35,35,"SKLEJKA MAZAK","MAGNES SKLEJKA MAZAK","Ozdobny magnes - kolorowanka wykonany ze sklejki. Możliwość wykonania dowolnej prostej grafiki w dowolnym kształcie. Do magnesu dołączony komplet 6 mazaków. Produkt zapakowany w woreczku.",6.0000,"5","Magnesy","0",,"Warstwa 1",
36,36,"DK38-007A","DEKORACJA ZE SKLEJKI","Ozdoba wykonana ze sklejki wyciętej laserowo. Istnieje możliwość wycięcia dowolnego kształtu 
o wymiarach max 15 cm x 12 cm oraz wypalenie grafiki na powstałym elemencie.",2.5000,"5%3","Magnesy","0",,"Warstwa 1",
37,37,"SKLEJKA SZKŁO","MAGNES SKLEJKA SZKŁO","Ozdobny magnes wykonany ze sklejki z doklejonym szklanym elementem. Możliwość wykonania dowolnej prostej grafiki w dowolnym kształcie na sklejce i dowolnej grafiki na szklanym elemencie. Produkt zapakowany w woreczku.",6.5000,"5.1","Magnesy","0",,"Warstwa 1",
38,38,"DK38-007B","MAGNES ECO KOŁO","Magnes wykonany z drewna z wypaloną grafiką. Możliwość wykonania dowolnej prostej grafiki.",3.0000,"3","Magnesy","0",,"Warstwa 1",
39,39,"DK38-007C","MAGNES ECO OWAL","Magnes wykonany z drewna z wypaloną grafiką. Możliwość wykonania dowolnej prostej grafiki.",3.0000,"3","Magnesy","0",,"Warstwa 1",
40,40,"MAGNES ŻYWICA-1","MAGNES ŻYWICA TOREBKA","Żywicowany magnes o wysokiej wartości estetycznej. Elegancka pamiątka okolicznościowa zapakowana 
w stylowym woreczku. Możliwość wykonania na produkcie grafiki klienta.",5.0000,"2","Magnesy","0",,"Warstwa 1,cut",
41,41,"MAGNES ŻYWICA-2","MAGNES ŻYWICA PROSTOKĄT","Żywicowany magnes o wysokiej wartości estetycznej. Elegancka pamiątka okolicznościowa zapakowana 
w stylowym woreczku. Możliwość wykonania na produkcie grafiki klienta.",4.5000,"2","Magnesy","0",,"Warstwa 1,cut",
42,42,"MAGNES ŻYWICA IMIĘ","MAGNES ŻYWICA IMIĘ","Żywicowany magnes o wysokiej wartości estetycznej. Elegancka pamiątka okolicznościowa zapakowana w stylowym woreczku. Możliwość wykonania na produkcie grafiki klienta. Planowane 6 oryginalnych wzorów ze zdjęciem miejscowości i imieniem.",5.0000,"2","Magnesy","0",,"Warstwa 1,cut,imiona,miejscowości",
43,43,"MAGNES","MAGNES PROSTOKĄT PAPIEROWY","Prosty i elegancki magnes upominkowy wykonany ze specjalistycznego papieru. Możliwe wykonanie dowolnej grafiki na elemencie.",3.0000,"999","Magnesy","0",,"Warstwa 1",
44,44,"MAGNES OBRAZ","MAGNES OBRAZ","Miniaturowy obraz będący jednocześnie magnesem. Stanowi estetyczną i praktyczną pamiątkę z możliwością umieszczenia dowolnej grafiki klienta. ",4.5000,"1.3","Magnesy","0",,"Warstwa 1",
45,45,"MAGNES 3D","MAGNES PIANKA","Magnesy wykonane z wytłaczanej pianki. Każdy magnes posiada miejsce na wykonanie grafiki ze wzorem. Produkt zapakowany w woreczku.",3.5000,"1.2","Magnesy","0",,"Warstwa 1",
47,47,"DK41-077B","ZŁOTA RYBKA","Magnes wykonany z tworzywa ceramicznego posiadający miejsce na wykonanie grafiki ze wzorem. Produkt zapakowany w woreczku.",4.0000,"2","Magnesy","0",,"Warstwa 1,cut",
48,48,"DK41-077A","MAGNES NÓŻKI","Magnes wykonany z tworzywa ceramicznego posiadający miejsce na wykonanie grafiki ze wzorem. Produkt zapakowany w woreczku.",5.0000,"2","Magnesy","0",,"Warstwa 1,cut",
49,49,"MAGNES MDF","MAGNES MDF","Drewniany magnes posiadający miejsce na wykonanie grafiki ze wzorem. Produkt w woreczku.",3.5000,"5.1","Magnesy","0",,"Warstwa 1",
50,50,"MAGNES MDF IMIĘ","MAGNES MDF IMIĘ","Drewniany magnes posiadający miejsce na wykonanie grafiki ze wzorem. Produkt w woreczku.",5.0000,"5.1","Magnesy","0",,"Warstwa 1",
52,52,"MAGNES FOLIA","MAGNES FOLIA","Barwny magnes wykonany w technologii full color. Posiada miejsce na wykonanie grafiki ze wzorem. Ciekawa i elegancka pamiątka. ",2.5000,"11","Magnesy","0",,"Warstwa 1,cut",
55,2,"DK18-014","BRELOK METALOWY GRAWEROWANY","Brelok metalowy z wygrawerowanym metodą laserową imieniem, znakiem zodiaku lub grupa krwi. Kolory breloków : czerwony, czarny. Produkt zapakowany na stylowej kartce w woreczku.",4.5000,"6","Breloki","0",,"Warstwa 1",
56,3,"DK28-016A","BRELOK METALOWY Z DŻETAMI","Brelok metalowy z dżetami z wygrawerowanym metodą laserową imieniem. Oferujemy brelok  w kształcie serca. Produkt zapakowany na stylowej kartce w woreczku.",5.0000,"6","Breloki","0",,"Warstwa 1",
58,5,"DK41-031C","BRELOK OBCINACZKI OTWIERACZ","Brelok, otwieracz i obcinaczki do paznokci w jednym. Metalowe i solidne wykonanie. Na zewnątrz posiada miejsce wypełnione żywicą/logo. Produkt zapakowany w woreczek.",5.0000,"2","Breloki","0",,"Warstwa 1,cut",
63,10,"DK29-054D","BRELOK OTWIERACZ ALUMINIOWY","Kolorowy brelok z funkcją otwieracza wykonany 
z aluminium. Lekki produkt dostępny w 6 kolorach, możliwe wykonanie graweru.",3.0000,"6","Breloki","0",,"Warstwa 1",
64,11,"BR OTWIERACZ 1","BRELOK OTWIERACZ METAL BUTELKA 1","Brelok metalowy w formie butelki z funkcją otwieracza na odwrocie. Logo wykonane na zadrukowanej folii 
i pokryte żywicą. Oferujemy 3 modele. Produkt zapakowany na stylowej kartce w woreczku.",6.0000,"2","Breloki","0",,"Warstwa 1,cut",
66,13,"BRELOK OTWIERACZ-3","BRELOK OTWIERACZ METAL KAPSEL","Brelok  z funkcją otwieracza do butelek w kształcie kapsla. Produkt wykonany ze stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce. Produkt zapakowany w woreczek i karteczkę",5.0000,"2","Breloki","0",,"Warstwa 1,cut",
67,14,"BRELOK OTWIERACZ-2","BRELOK OTWIERACZ METAL STOPA","Brelok  z funkcją otwieracza do butelek w kształcie stopy. Produkt wykonany ze stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce. Produkt zapakowany w woreczek i karteczkę",5.0000,"2","Breloki","0",,"Warstwa 1,cut",
68,15,"DK41-031D","BRELOK OTWIERACZ SCYZORYK","Metalowy brelok ze scyzorykiem, otwieraczem do butelek i korkociągiem. Na zewnątrz posiada miejsce wypełnione żywicą/logo. Możliwe wykonanie dowolnej grafiki ze wzorem. Produkt zapakowany w woreczku.",5.0000,"2","Breloki","0",,"Warstwa 1,cut",
69,16,"BR OTWIERACZ 2","BRELOK OTWIERACZ SZKŁO","Okrągły otwieracz na którym możliwe jest wykonanie grafiki ze wzorem wykonanym na szklanym elemencie. Produkt zapakowany w woreczku ze stylową karteczką.",6.0000,"1.1","Breloki","0",,"Warstwa 1",
70,17,"BRELOK METAL KARTKA","BRELOK POTRÓJNY KARTKA","Brelok metalowy wykonany z polerowanej stali złożony z 3 elementów ozdobionych naklejką żywiczną. Produkt zapakowany na stylowej kartce w woreczku.",5.0000,"2","Breloki","0",,"Warstwa 1,cut",
71,18,"BRELOK METAL SERCE","BRELOK POTRÓJNY SERCE","Brelok metalowy wykonany z polerowanej stali złożony z 3 elementów ozdobionych naklejką żywiczną. Produkt zapakowany na stylowej kartce w woreczku.",5.0000,"2","Breloki","0",,"Warstwa 1,cut",
72,19,"DK30-BRELOK SERCE","BRELOK SERCE AKRYL","Brelok z akrylu w kształcie serca z imieniem dziewczynki. Produkt dostępny w 3 kolorach, zapakowany na stylowej kartce w woreczku.",5.0000,"1.2","Breloki","0",,"biały, kolor",
73,20,"DK29-054E","BRELOK SILIKONOWY","Brelok wykonany z elastycznego silikonu z miejscem na grawer. Produkt dostępny w 6 kolorach.",2.5000,"6","Breloki","0",,"Warstwa 1",
74,21,"BRELOK SZKŁO","BRELOK SZKŁO KOŁO","Brelok metalowy wykonany z polerowanej stali 
z grafiką w szklanym elemencie, produkt zapakowany na stylowej kartce w woreczku.",4.0000,"1.1","Breloki","0",,"Warstwa 1",
75,22,"BRELOK SZKŁO","BRELOK SZKŁO KOTWICA","Brelok metalowy wykonany z polerowanej stali 
z grafiką w szklanym elemencie, produkt zapakowany na stylowej kartce w woreczku.",4.0000,"1.1","Breloki","0",,"Warstwa 1",
76,23,"BRELOK SZKŁO","BRELOK SZKŁO STER","Brelok metalowy wykonany z polerowanej stali 
z grafiką w szklanym elemencie, produkt zapakowany na stylowej kartce w woreczku.",4.0000,"1.1","Breloki","0",,"Warstwa 1",
77,24,"BRELOK TABLICA","BRELOK TABLICA","Prostokątny, metalowy brelok z możliwością wklejenia za żywicowanej grafiki. Możliwość wykonania produktu z dowolną grafiką klienta.",5.0000,"2","Breloki","0",,"Warstwa 1,cut",
78,25,"BRELOK TAŚMA","BRELOK TAŚMA","Brelok w formie elastycznej tasiemki z poliestru z metalowym zapięciem. Idealny przedmiot do plecaka, torby podróżnej,  kluczy lub jako wykończenie zamka błyskawicznego kurtki. Brelok posiada nadrukowane elementy z imieniem, hasłem,  grafiką lub nazwą mie",4.5000,"4","Breloki","0",,"Warstwa 1",
80,1,"KORKOCIĄG-1","KORKOCIĄG BUTELKA","Plastikowy korkociąg w kształcie butelki z winem. Możliwe wykonanie dowolnej grafiki ze wzorem. Produkt zapakowany w stylowym woreczku.",6.0000,"2.1","Otwieracze do butelek","0",,"Warstwa 1,cut",
81,2,"KORKOCIĄG-2","KORKOCIĄG OTWIERACZ","Plastikowy korkociąg  z otwieraczem do butelek. Możliwe wykonanie dowolnej grafiki ze wzorem. Produkt zapakowany w stylowym woreczku.",7.0000,"2.1","Otwieracze do butelek","0",,"Warstwa 1,cut",
82,3,"MAGNES OTWIERACZ","MAGNES OTWIERACZ BUTELKA","Otwieracz w formie butelki stylizowanej na butelkę alkoholu, dodatkowo posiada magnes. Oferujemy 8 wzorów butelek. Produkt zapakowany w woreczek i karteczkę",5.5000,"2.1","Otwieracze do butelek","0",,"Warstwa 1,cut",
83,4,"DK32-KAPSEL CHROM","OTWIERACZ KAPSEL CHROM","Otwieracz i zatyczka do butelek w kształcie kapsla z funkcją magnesu na lodówkę. Wykonany z wysokiej jakości tworzywa sztucznego, pokryty powłoką imitującą chrom. ",6.5000,"1.5","Otwieracze do butelek","0",,"Warstwa 1,cut",
84,5,"CHROM-ŻYWICA","OTWIERACZ KAPSEL CHROM","Otwieracz i zatyczka do butelek w kształcie kapsla z funkcją magnesu na lodówkę. Wykonany z wysokiej jakości tworzywa sztucznego, pokryty powłoką imitującą chrom.",7.5000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
86,7,"OTWIERACZ KOSZULKA","OTWIERACZ METAL KOSZULKA","Otwieracz do butelek posiadający magnes. Produkt wykonany ze stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienie w niej elementu ozdobnego. Produkt zapakowany w woreczek.",6.0000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
87,8,"OTWIERACZ KOTWICA","OTWIERACZ METAL KOTWICA","Otwieracz do butelek posiadający magnes. Produkt wykonany ze stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienie w niej elementu ozdobnego. Produkt zapakowany w woreczek.",6.0000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
88,9,"OTWIERACZ METAL MOSIĄDZ","OTWIERACZ METAL MOSIĄDZ","Otwieracz do butelek posiadający magnes. Produkt wykonany ze stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienie w niej elementu ozdobnego. Produkt zapakowany w woreczek.",6.0000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
89,10,"OTWIERACZ OWAL","OTWIERACZ METAL OWAL","Otwieracz do butelek posiadający magnes. Produkt wykonany ze stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienie w niej elementu ozdobnego. Produkt zapakowany w woreczek.",6.0000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
90,11,"OTWIERACZ STER","OTWIERACZ METAL STER","Otwieracz do butelek posiadający magnes. Produkt wykonany ze stopu metali z miejscem na naklejkę żywiczną. Możliwość wykonania dowolnej grafiki na naklejce oraz zatopienie w niej elementu ozdobnego. Produkt zapakowany w woreczek.",6.0000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
91,12,"OTWIERACZ PLAST","OTWIERACZ PLAST KOŁO","Otwieracz do butelek posiadający magnes. Produkt wykonany z plastiku, możliwe jest nadrukowanie dowolnej grafiki.",4.0000,"1.4","Otwieracze do butelek","0",,"Warstwa 1",
92,13,"OTWIERACZ ŻYWICA","OTWIERACZ PLAST KOŁO ŻYWICA","Otwieracz do butelek posiadający magnes. Produkt wykonany z plastiku, możliwe jest nadrukowanie dowolnej grafiki.",5.0000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
93,14,"OTWIERACZ PLAST","OTWIERACZ PLAST OWAL","Otwieracz do butelek posiadający magnes. Produkt wykonany z plastiku, możliwe jest nadrukowanie dowolnej grafiki.",4.0000,"1.4","Otwieracze do butelek","0",,"Warstwa 1",
94,15,"OTWIERACZ ŻYWICA","OTWIERACZ PLAST OWAL ŻYWICA","Otwieracz do butelek posiadający magnes. Produkt wykonany z plastiku, możliwe jest nadrukowanie dowolnej grafiki.",5.0000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
95,16,"OTWIERACZ PLAST","OTWIERACZ PLAST PROSTOKĄT","Otwieracz do butelek w kształcie prostokąta posiadający magnes. Produkt wykonany z plastiku, możliwe jest nadrukowanie dowolnej grafiki.",4.0000,"1.4","Otwieracze do butelek","0",,"Warstwa 1",
96,17,"OTWIERACZ ŻYWICA","OTWIERACZ PLAST PROSTOKĄT ŻYWICA","Otwieracz do butelek w kształcie prostokąta posiadający magnes. Produkt wykonany z plastiku, możliwe jest nadrukowanie dowolnej grafiki.",5.0000,"2","Otwieracze do butelek","0",,"Warstwa 1,cut",
129,0,"BRANSOLETKA SZKŁO","BRANSOLETKA SZKŁO IMIĘ 1","Bransoletka wykonana ze skóry, sznurka i elementów metalowych oraz szklanego elementu na którym wykonano grafikę. Produkt zapakowany na stylowej kartce w woreczku.",4.0000,"1.1","Bransoletki","0",,"Warstwa 1",
130,0,"BRANSOLETKA SZKŁO","BRANSOLETKA SZKŁO IMIĘ 2","Bransoletka wykonana ze skóry, sznurka i elementów metalowych oraz szklanego elementu na którym wykonano grafikę. Produkt zapakowany na stylowej kartce w woreczku.",4.0000,"1.1","Bransoletki","0",,"Warstwa 1",
131,0,"DK32-SZNUREK","BRANSOLETKA SZNURKOWA","Bransoletka wykonana z miękkiego kolorowego sznurka z plastikowym elementem do graweru. Oferujemy 6 modnych kolorów po 3 dla dziewczynki i chłopca. Produkt zapakowany na stylowej kartce w woreczku.",3.5000,"3","Bransoletki","0",,"Warstwa 1",
